attendance_id,enrollment_id,class_date,status
ATT011405,ENR00951,2024-02-19,Present
ATT011406,ENR00951,2024-02-26,Present
ATT011407,ENR00951,2024-03-04,Present
ATT011408,ENR00951,2024-03-11,Absent
ATT011409,ENR00951,2024-03-18,Present
ATT011410,ENR00951,2024-03-25,Absent
ATT011411,ENR00951,2024-04-01,Late
ATT011412,ENR00951,2024-04-08,Present
ATT011413,ENR00952,2024-01-22,Present
ATT011414,ENR00952,2024-01-29,Absent
ATT011415,ENR00952,2024-02-05,Absent
ATT011416,ENR00952,2024-02-12,Present
ATT011417,ENR00952,2024-02-19,Present
ATT011418,ENR00952,2024-02-26,Late
ATT011419,ENR00952,2024-03-04,Present
ATT011420,ENR00952,2024-03-11,Present
ATT011421,ENR00952,2024-03-18,Present
ATT011422,ENR00952,2024-03-25,Absent
ATT011423,ENR00952,2024-04-01,Present
ATT011424,ENR00952,2024-04-08,Absent
ATT011425,ENR00953,2024-01-22,Absent
ATT011426,ENR00953,2024-01-29,Present
ATT011427,ENR00953,2024-02-05,Present
ATT011428,ENR00953,2024-02-12,Present
ATT011429,ENR00953,2024-02-19,Present
ATT011430,ENR00953,2024-02-26,Late
ATT011431,ENR00953,2024-03-04,Present
ATT011432,ENR00953,2024-03-11,Present
ATT011433,ENR00953,2024-03-18,Present
ATT011434,ENR00953,2024-03-25,Absent
ATT011435,ENR00953,2024-04-01,Present
ATT011436,ENR00953,2024-04-08,Absent
ATT011437,ENR00954,2024-01-22,Present
ATT011438,ENR00954,2024-01-29,Present
ATT011439,ENR00954,2024-02-05,Present
ATT011440,ENR00954,2024-02-12,Present
ATT011441,ENR00954,2024-02-19,Present
ATT011442,ENR00954,2024-02-26,Present
ATT011443,ENR00954,2024-03-04,Present
ATT011444,ENR00954,2024-03-11,Present
ATT011445,ENR00954,2024-03-18,Present
ATT011446,ENR00954,2024-03-25,Present
ATT011447,ENR00954,2024-04-01,Present
ATT011448,ENR00954,2024-04-08,Present
ATT011449,ENR00955,2024-01-22,Present
ATT011450,ENR00955,2024-01-29,Present
ATT011451,ENR00955,2024-02-05,Present
ATT011452,ENR00955,2024-02-12,Present
ATT011453,ENR00955,2024-02-19,Present
ATT011454,ENR00955,2024-02-26,Present
ATT011455,ENR00955,2024-03-04,Present
ATT011456,ENR00955,2024-03-11,Present
ATT011457,ENR00955,2024-03-18,Present
ATT011458,ENR00955,2024-03-25,Absent
ATT011459,ENR00955,2024-04-01,Present
ATT011460,ENR00955,2024-04-08,Late
ATT011461,ENR00956,2024-01-22,Present
ATT011462,ENR00956,2024-01-29,Present
ATT011463,ENR00956,2024-02-05,Late
ATT011464,ENR00956,2024-02-12,Present
ATT011465,ENR00956,2024-02-19,Absent
ATT011466,ENR00956,2024-02-26,Present
ATT011467,ENR00956,2024-03-04,Present
ATT011468,ENR00956,2024-03-11,Present
ATT011469,ENR00956,2024-03-18,Absent
ATT011470,ENR00956,2024-03-25,Present
ATT011471,ENR00956,2024-04-01,Present
ATT011472,ENR00956,2024-04-08,Present
ATT011473,ENR00957,2024-01-22,Present
ATT011474,ENR00957,2024-01-29,Late
ATT011475,ENR00957,2024-02-05,Late
ATT011476,ENR00957,2024-02-12,Present
ATT011477,ENR00957,2024-02-19,Absent
ATT011478,ENR00957,2024-02-26,Present
ATT011479,ENR00957,2024-03-04,Present
ATT011480,ENR00957,2024-03-11,Absent
ATT011481,ENR00957,2024-03-18,Present
ATT011482,ENR00957,2024-03-25,Present
ATT011483,ENR00957,2024-04-01,Present
ATT011484,ENR00957,2024-04-08,Absent
ATT011485,ENR00958,2024-01-22,Present
ATT011486,ENR00958,2024-01-29,Present
ATT011487,ENR00958,2024-02-05,Absent
ATT011488,ENR00958,2024-02-12,Late
ATT011489,ENR00958,2024-02-19,Present
ATT011490,ENR00958,2024-02-26,Absent
ATT011491,ENR00958,2024-03-04,Present
ATT011492,ENR00958,2024-03-11,Absent
ATT011493,ENR00958,2024-03-18,Present
ATT011494,ENR00958,2024-03-25,Present
ATT011495,ENR00958,2024-04-01,Present
ATT011496,ENR00958,2024-04-08,Present
ATT011497,ENR00959,2024-01-22,Present
ATT011498,ENR00959,2024-01-29,Absent
ATT011499,ENR00959,2024-02-05,Present
ATT011500,ENR00959,2024-02-12,Present
ATT011501,ENR00959,2024-02-19,Absent
ATT011502,ENR00959,2024-02-26,Present
ATT011503,ENR00959,2024-03-04,Present
ATT011504,ENR00959,2024-03-11,Present
ATT011505,ENR00959,2024-03-18,Present
ATT011506,ENR00959,2024-03-25,Present
ATT011507,ENR00959,2024-04-01,Late
ATT011508,ENR00959,2024-04-08,Present
ATT011509,ENR00960,2024-01-22,Present
ATT011510,ENR00960,2024-01-29,Present
ATT011511,ENR00960,2024-02-05,Present
ATT011512,ENR00960,2024-02-12,Present
ATT011513,ENR00960,2024-02-19,Present
ATT011514,ENR00960,2024-02-26,Present
ATT011515,ENR00960,2024-03-04,Present
ATT011516,ENR00960,2024-03-11,Present
ATT011517,ENR00960,2024-03-18,Absent
ATT011518,ENR00960,2024-03-25,Present
ATT011519,ENR00960,2024-04-01,Present
ATT011520,ENR00960,2024-04-08,Present
ATT011521,ENR00961,2024-01-22,Present
ATT011522,ENR00961,2024-01-29,Present
ATT011523,ENR00961,2024-02-05,Present
ATT011524,ENR00961,2024-02-12,Present
ATT011525,ENR00961,2024-02-19,Present
ATT011526,ENR00961,2024-02-26,Present
ATT011527,ENR00961,2024-03-04,Present
ATT011528,ENR00961,2024-03-11,Late
ATT011529,ENR00961,2024-03-18,Absent
ATT011530,ENR00961,2024-03-25,Present
ATT011531,ENR00961,2024-04-01,Late
ATT011532,ENR00961,2024-04-08,Late
ATT011533,ENR00962,2024-01-22,Present
ATT011534,ENR00962,2024-01-29,Present
ATT011535,ENR00962,2024-02-05,Present
ATT011536,ENR00962,2024-02-12,Present
ATT011537,ENR00962,2024-02-19,Present
ATT011538,ENR00962,2024-02-26,Present
ATT011539,ENR00962,2024-03-04,Present
ATT011540,ENR00962,2024-03-11,Present
ATT011541,ENR00962,2024-03-18,Absent
ATT011542,ENR00962,2024-03-25,Present
ATT011543,ENR00962,2024-04-01,Present
ATT011544,ENR00962,2024-04-08,Present
ATT011545,ENR00963,2024-01-22,Present
ATT011546,ENR00963,2024-01-29,Present
ATT011547,ENR00963,2024-02-05,Present
ATT011548,ENR00963,2024-02-12,Present
ATT011549,ENR00963,2024-02-19,Present
ATT011550,ENR00963,2024-02-26,Late
ATT011551,ENR00963,2024-03-04,Absent
ATT011552,ENR00963,2024-03-11,Absent
ATT011553,ENR00963,2024-03-18,Present
ATT011554,ENR00963,2024-03-25,Present
ATT011555,ENR00963,2024-04-01,Absent
ATT011556,ENR00963,2024-04-08,Late
ATT011557,ENR00964,2024-01-22,Late
ATT011558,ENR00964,2024-01-29,Absent
ATT011559,ENR00964,2024-02-05,Absent
ATT011560,ENR00964,2024-02-12,Present
ATT011561,ENR00964,2024-02-19,Present
ATT011562,ENR00964,2024-02-26,Present
ATT011563,ENR00964,2024-03-04,Present
ATT011564,ENR00964,2024-03-11,Present
ATT011565,ENR00964,2024-03-18,Present
ATT011566,ENR00964,2024-03-25,Absent
ATT011567,ENR00964,2024-04-01,Present
ATT011568,ENR00964,2024-04-08,Present
ATT011569,ENR00965,2024-01-22,Present
ATT011570,ENR00965,2024-01-29,Present
ATT011571,ENR00965,2024-02-05,Present
ATT011572,ENR00965,2024-02-12,Late
ATT011573,ENR00965,2024-02-19,Present
ATT011574,ENR00965,2024-02-26,Present
ATT011575,ENR00965,2024-03-04,Present
ATT011576,ENR00965,2024-03-11,Present
ATT011577,ENR00965,2024-03-18,Present
ATT011578,ENR00965,2024-03-25,Present
ATT011579,ENR00965,2024-04-01,Present
ATT011580,ENR00965,2024-04-08,Late
ATT011581,ENR00966,2024-01-22,Present
ATT011582,ENR00966,2024-01-29,Present
ATT011583,ENR00966,2024-02-05,Present
ATT011584,ENR00966,2024-02-12,Present
ATT011585,ENR00966,2024-02-19,Absent
ATT011586,ENR00966,2024-02-26,Present
ATT011587,ENR00966,2024-03-04,Absent
ATT011588,ENR00966,2024-03-11,Present
ATT011589,ENR00966,2024-03-18,Present
ATT011590,ENR00966,2024-03-25,Present
ATT011591,ENR00966,2024-04-01,Present
ATT011592,ENR00966,2024-04-08,Present
ATT011593,ENR00967,2024-01-22,Present
ATT011594,ENR00967,2024-01-29,Present
ATT011595,ENR00967,2024-02-05,Present
ATT011596,ENR00967,2024-02-12,Present
ATT011597,ENR00967,2024-02-19,Present
ATT011598,ENR00967,2024-02-26,Present
ATT011599,ENR00967,2024-03-04,Present
ATT011600,ENR00967,2024-03-11,Present
ATT011601,ENR00967,2024-03-18,Present
ATT011602,ENR00967,2024-03-25,Present
ATT011603,ENR00967,2024-04-01,Present
ATT011604,ENR00967,2024-04-08,Present
ATT011605,ENR00968,2024-01-22,Late
ATT011606,ENR00968,2024-01-29,Absent
ATT011607,ENR00968,2024-02-05,Present
ATT011608,ENR00968,2024-02-12,Present
ATT011609,ENR00968,2024-02-19,Present
ATT011610,ENR00968,2024-02-26,Present
ATT011611,ENR00968,2024-03-04,Present
ATT011612,ENR00968,2024-03-11,Present
ATT011613,ENR00968,2024-03-18,Present
ATT011614,ENR00968,2024-03-25,Present
ATT011615,ENR00968,2024-04-01,Present
ATT011616,ENR00968,2024-04-08,Present
ATT011617,ENR00969,2024-01-22,Present
ATT011618,ENR00969,2024-01-29,Late
ATT011619,ENR00969,2024-02-05,Late
ATT011620,ENR00969,2024-02-12,Present
ATT011621,ENR00969,2024-02-19,Present
ATT011622,ENR00969,2024-02-26,Late
ATT011623,ENR00969,2024-03-04,Present
ATT011624,ENR00969,2024-03-11,Present
ATT011625,ENR00969,2024-03-18,Present
ATT011626,ENR00969,2024-03-25,Absent
ATT011627,ENR00969,2024-04-01,Absent
ATT011628,ENR00969,2024-04-08,Present
ATT011629,ENR00970,2024-01-22,Present
ATT011630,ENR00970,2024-01-29,Present
ATT011631,ENR00970,2024-02-05,Present
ATT011632,ENR00970,2024-02-12,Present
ATT011633,ENR00970,2024-02-19,Present
ATT011634,ENR00970,2024-02-26,Present
ATT011635,ENR00970,2024-03-04,Present
ATT011636,ENR00970,2024-03-11,Present
ATT011637,ENR00970,2024-03-18,Absent
ATT011638,ENR00970,2024-03-25,Present
ATT011639,ENR00970,2024-04-01,Absent
ATT011640,ENR00970,2024-04-08,Present
ATT011641,ENR00971,2024-01-22,Absent
ATT011642,ENR00971,2024-01-29,Absent
ATT011643,ENR00971,2024-02-05,Late
ATT011644,ENR00971,2024-02-12,Present
ATT011645,ENR00971,2024-02-19,Present
ATT011646,ENR00971,2024-02-26,Present
ATT011647,ENR00971,2024-03-04,Present
ATT011648,ENR00971,2024-03-11,Late
ATT011649,ENR00971,2024-03-18,Absent
ATT011650,ENR00971,2024-03-25,Present
ATT011651,ENR00971,2024-04-01,Present
ATT011652,ENR00971,2024-04-08,Absent
ATT011653,ENR00972,2024-01-22,Present
ATT011654,ENR00972,2024-01-29,Present
ATT011655,ENR00972,2024-02-05,Present
ATT011656,ENR00972,2024-02-12,Present
ATT011657,ENR00972,2024-02-19,Present
ATT011658,ENR00972,2024-02-26,Absent
ATT011659,ENR00972,2024-03-04,Late
ATT011660,ENR00972,2024-03-11,Present
ATT011661,ENR00972,2024-03-18,Late
ATT011662,ENR00972,2024-03-25,Present
ATT011663,ENR00972,2024-04-01,Present
ATT011664,ENR00972,2024-04-08,Present
ATT011665,ENR00973,2024-01-22,Present
ATT011666,ENR00973,2024-01-29,Present
ATT011667,ENR00973,2024-02-05,Present
ATT011668,ENR00973,2024-02-12,Late
ATT011669,ENR00973,2024-02-19,Present
ATT011670,ENR00973,2024-02-26,Late
ATT011671,ENR00973,2024-03-04,Absent
ATT011672,ENR00973,2024-03-11,Present
ATT011673,ENR00973,2024-03-18,Present
ATT011674,ENR00973,2024-03-25,Present
ATT011675,ENR00973,2024-04-01,Absent
ATT011676,ENR00973,2024-04-08,Present
ATT011677,ENR00974,2024-01-22,Present
ATT011678,ENR00974,2024-01-29,Present
ATT011679,ENR00974,2024-02-05,Present
ATT011680,ENR00974,2024-02-12,Present
ATT011681,ENR00974,2024-02-19,Absent
ATT011682,ENR00974,2024-02-26,Present
ATT011683,ENR00974,2024-03-04,Present
ATT011684,ENR00974,2024-03-11,Present
ATT011685,ENR00974,2024-03-18,Present
ATT011686,ENR00974,2024-03-25,Present
ATT011687,ENR00974,2024-04-01,Present
ATT011688,ENR00974,2024-04-08,Present
ATT011689,ENR00975,2024-01-22,Late
ATT011690,ENR00975,2024-01-29,Absent
ATT011691,ENR00975,2024-02-05,Present
ATT011692,ENR00975,2024-02-12,Present
ATT011693,ENR00975,2024-02-19,Present
ATT011694,ENR00975,2024-02-26,Late
ATT011695,ENR00975,2024-03-04,Late
ATT011696,ENR00975,2024-03-11,Present
ATT011697,ENR00975,2024-03-18,Late
ATT011698,ENR00975,2024-03-25,Present
ATT011699,ENR00975,2024-04-01,Present
ATT011700,ENR00975,2024-04-08,Present
ATT011701,ENR00976,2024-01-22,Present
ATT011702,ENR00976,2024-01-29,Present
ATT011703,ENR00976,2024-02-05,Present
ATT011704,ENR00976,2024-02-12,Present
ATT011705,ENR00976,2024-02-19,Absent
ATT011706,ENR00976,2024-02-26,Present
ATT011707,ENR00976,2024-03-04,Present
ATT011708,ENR00976,2024-03-11,Present
ATT011709,ENR00976,2024-03-18,Present
ATT011710,ENR00976,2024-03-25,Present
ATT011711,ENR00976,2024-04-01,Absent
ATT011712,ENR00976,2024-04-08,Present
ATT011713,ENR00977,2024-01-22,Late
ATT011714,ENR00977,2024-01-29,Present
ATT011715,ENR00977,2024-02-05,Present
ATT011716,ENR00977,2024-02-12,Absent
ATT011717,ENR00977,2024-02-19,Present
ATT011718,ENR00977,2024-02-26,Present
ATT011719,ENR00977,2024-03-04,Present
ATT011720,ENR00977,2024-03-11,Present
ATT011721,ENR00977,2024-03-18,Present
ATT011722,ENR00977,2024-03-25,Present
ATT011723,ENR00977,2024-04-01,Absent
ATT011724,ENR00977,2024-04-08,Present
ATT011725,ENR00978,2024-01-22,Late
ATT011726,ENR00978,2024-01-29,Late
ATT011727,ENR00978,2024-02-05,Present
ATT011728,ENR00978,2024-02-12,Present
ATT011729,ENR00978,2024-02-19,Present
ATT011730,ENR00978,2024-02-26,Present
ATT011731,ENR00978,2024-03-04,Present
ATT011732,ENR00978,2024-03-11,Present
ATT011733,ENR00978,2024-03-18,Late
ATT011734,ENR00978,2024-03-25,Present
ATT011735,ENR00978,2024-04-01,Present
ATT011736,ENR00978,2024-04-08,Present
ATT011737,ENR00979,2024-01-22,Present
ATT011738,ENR00979,2024-01-29,Present
ATT011739,ENR00979,2024-02-05,Present
ATT011740,ENR00979,2024-02-12,Present
ATT011741,ENR00979,2024-02-19,Present
ATT011742,ENR00979,2024-02-26,Present
ATT011743,ENR00979,2024-03-04,Absent
ATT011744,ENR00979,2024-03-11,Present
ATT011745,ENR00979,2024-03-18,Present
ATT011746,ENR00979,2024-03-25,Present
ATT011747,ENR00979,2024-04-01,Present
ATT011748,ENR00979,2024-04-08,Absent
ATT011749,ENR00980,2024-01-22,Present
ATT011750,ENR00980,2024-01-29,Absent
ATT011751,ENR00980,2024-02-05,Absent
ATT011752,ENR00980,2024-02-12,Present
ATT011753,ENR00980,2024-02-19,Present
ATT011754,ENR00980,2024-02-26,Present
ATT011755,ENR00980,2024-03-04,Present
ATT011756,ENR00980,2024-03-11,Present
ATT011757,ENR00980,2024-03-18,Present
ATT011758,ENR00980,2024-03-25,Present
ATT011759,ENR00980,2024-04-01,Absent
ATT011760,ENR00980,2024-04-08,Present
ATT011761,ENR00981,2024-01-22,Present
ATT011762,ENR00981,2024-01-29,Present
ATT011763,ENR00981,2024-02-05,Late
ATT011764,ENR00981,2024-02-12,Present
ATT011765,ENR00981,2024-02-19,Present
ATT011766,ENR00981,2024-02-26,Present
ATT011767,ENR00981,2024-03-04,Present
ATT011768,ENR00981,2024-03-11,Present
ATT011769,ENR00981,2024-03-18,Present
ATT011770,ENR00981,2024-03-25,Present
ATT011771,ENR00981,2024-04-01,Present
ATT011772,ENR00981,2024-04-08,Present
ATT011773,ENR00982,2024-01-22,Late
ATT011774,ENR00982,2024-01-29,Present
ATT011775,ENR00982,2024-02-05,Present
ATT011776,ENR00982,2024-02-12,Present
ATT011777,ENR00982,2024-02-19,Present
ATT011778,ENR00982,2024-02-26,Present
ATT011779,ENR00982,2024-03-04,Present
ATT011780,ENR00982,2024-03-11,Late
ATT011781,ENR00982,2024-03-18,Late
ATT011782,ENR00982,2024-03-25,Absent
ATT011783,ENR00982,2024-04-01,Present
ATT011784,ENR00982,2024-04-08,Present
ATT011785,ENR00983,2024-01-22,Present
ATT011786,ENR00983,2024-01-29,Present
ATT011787,ENR00983,2024-02-05,Present
ATT011788,ENR00983,2024-02-12,Present
ATT011789,ENR00983,2024-02-19,Late
ATT011790,ENR00983,2024-02-26,Present
ATT011791,ENR00983,2024-03-04,Present
ATT011792,ENR00983,2024-03-11,Late
ATT011793,ENR00983,2024-03-18,Present
ATT011794,ENR00983,2024-03-25,Present
ATT011795,ENR00983,2024-04-01,Present
ATT011796,ENR00983,2024-04-08,Present
ATT011797,ENR00984,2024-01-22,Absent
ATT011798,ENR00984,2024-01-29,Present
ATT011799,ENR00984,2024-02-05,Present
ATT011800,ENR00984,2024-02-12,Late
ATT011801,ENR00984,2024-02-19,Present
ATT011802,ENR00984,2024-02-26,Absent
ATT011803,ENR00984,2024-03-04,Late
ATT011804,ENR00984,2024-03-11,Present
ATT011805,ENR00984,2024-03-18,Present
ATT011806,ENR00984,2024-03-25,Late
ATT011807,ENR00984,2024-04-01,Present
ATT011808,ENR00984,2024-04-08,Present
ATT011809,ENR00985,2024-01-22,Absent
ATT011810,ENR00985,2024-01-29,Present
ATT011811,ENR00985,2024-02-05,Present
ATT011812,ENR00985,2024-02-12,Present
ATT011813,ENR00985,2024-02-19,Present
ATT011814,ENR00985,2024-02-26,Present
ATT011815,ENR00985,2024-03-04,Present
ATT011816,ENR00985,2024-03-11,Present
ATT011817,ENR00985,2024-03-18,Present
ATT011818,ENR00985,2024-03-25,Late
ATT011819,ENR00985,2024-04-01,Present
ATT011820,ENR00985,2024-04-08,Present
ATT011821,ENR00986,2024-01-22,Present
ATT011822,ENR00986,2024-01-29,Absent
ATT011823,ENR00986,2024-02-05,Present
ATT011824,ENR00986,2024-02-12,Late
ATT011825,ENR00986,2024-02-19,Present
ATT011826,ENR00986,2024-02-26,Late
ATT011827,ENR00986,2024-03-04,Absent
ATT011828,ENR00986,2024-03-11,Present
ATT011829,ENR00986,2024-03-18,Present
ATT011830,ENR00986,2024-03-25,Present
ATT011831,ENR00986,2024-04-01,Present
ATT011832,ENR00986,2024-04-08,Present
ATT011833,ENR00987,2024-01-22,Absent
ATT011834,ENR00987,2024-01-29,Present
ATT011835,ENR00987,2024-02-05,Present
ATT011836,ENR00987,2024-02-12,Absent
ATT011837,ENR00987,2024-02-19,Present
ATT011838,ENR00987,2024-02-26,Absent
ATT011839,ENR00987,2024-03-04,Present
ATT011840,ENR00987,2024-03-11,Present
ATT011841,ENR00987,2024-03-18,Absent
ATT011842,ENR00987,2024-03-25,Late
ATT011843,ENR00987,2024-04-01,Present
ATT011844,ENR00987,2024-04-08,Present
ATT011845,ENR00988,2024-01-22,Present
ATT011846,ENR00988,2024-01-29,Present
ATT011847,ENR00988,2024-02-05,Present
ATT011848,ENR00988,2024-02-12,Present
ATT011849,ENR00988,2024-02-19,Present
ATT011850,ENR00988,2024-02-26,Present
ATT011851,ENR00988,2024-03-04,Late
ATT011852,ENR00988,2024-03-11,Present
ATT011853,ENR00988,2024-03-18,Present
ATT011854,ENR00988,2024-03-25,Absent
ATT011855,ENR00988,2024-04-01,Present
ATT011856,ENR00988,2024-04-08,Present
ATT011857,ENR00989,2024-01-22,Present
ATT011858,ENR00989,2024-01-29,Present
ATT011859,ENR00989,2024-02-05,Absent
ATT011860,ENR00989,2024-02-12,Present
ATT011861,ENR00989,2024-02-19,Present
ATT011862,ENR00989,2024-02-26,Present
ATT011863,ENR00989,2024-03-04,Present
ATT011864,ENR00989,2024-03-11,Present
ATT011865,ENR00989,2024-03-18,Present
ATT011866,ENR00989,2024-03-25,Present
ATT011867,ENR00989,2024-04-01,Present
ATT011868,ENR00989,2024-04-08,Present
ATT011869,ENR00990,2024-01-22,Present
ATT011870,ENR00990,2024-01-29,Late
ATT011871,ENR00990,2024-02-05,Present
ATT011872,ENR00990,2024-02-12,Present
ATT011873,ENR00990,2024-02-19,Present
ATT011874,ENR00990,2024-02-26,Present
ATT011875,ENR00990,2024-03-04,Present
ATT011876,ENR00990,2024-03-11,Present
ATT011877,ENR00990,2024-03-18,Present
ATT011878,ENR00990,2024-03-25,Present
ATT011879,ENR00990,2024-04-01,Absent
ATT011880,ENR00990,2024-04-08,Present
ATT011881,ENR00991,2024-01-22,Present
ATT011882,ENR00991,2024-01-29,Late
ATT011883,ENR00991,2024-02-05,Absent
ATT011884,ENR00991,2024-02-12,Present
ATT011885,ENR00991,2024-02-19,Present
ATT011886,ENR00991,2024-02-26,Present
ATT011887,ENR00991,2024-03-04,Present
ATT011888,ENR00991,2024-03-11,Present
ATT011889,ENR00991,2024-03-18,Absent
ATT011890,ENR00991,2024-03-25,Absent
ATT011891,ENR00991,2024-04-01,Late
ATT011892,ENR00991,2024-04-08,Present
ATT011893,ENR00992,2024-01-22,Late
ATT011894,ENR00992,2024-01-29,Absent
ATT011895,ENR00992,2024-02-05,Present
ATT011896,ENR00992,2024-02-12,Present
ATT011897,ENR00992,2024-02-19,Present
ATT011898,ENR00992,2024-02-26,Present
ATT011899,ENR00992,2024-03-04,Present
ATT011900,ENR00992,2024-03-11,Present
ATT011901,ENR00992,2024-03-18,Present
ATT011902,ENR00992,2024-03-25,Absent
ATT011903,ENR00992,2024-04-01,Present
ATT011904,ENR00992,2024-04-08,Present
ATT011905,ENR00993,2024-01-22,Present
ATT011906,ENR00993,2024-01-29,Present
ATT011907,ENR00993,2024-02-05,Late
ATT011908,ENR00993,2024-02-12,Present
ATT011909,ENR00993,2024-02-19,Present
ATT011910,ENR00993,2024-02-26,Present
ATT011911,ENR00993,2024-03-04,Present
ATT011912,ENR00993,2024-03-11,Present
ATT011913,ENR00993,2024-03-18,Present
ATT011914,ENR00993,2024-03-25,Present
ATT011915,ENR00993,2024-04-01,Present
ATT011916,ENR00993,2024-04-08,Present
ATT011917,ENR00994,2024-01-22,Present
ATT011918,ENR00994,2024-01-29,Absent
ATT011919,ENR00994,2024-02-05,Present
ATT011920,ENR00994,2024-02-12,Late
ATT011921,ENR00994,2024-02-19,Present
ATT011922,ENR00994,2024-02-26,Present
ATT011923,ENR00994,2024-03-04,Late
ATT011924,ENR00994,2024-03-11,Late
ATT011925,ENR00994,2024-03-18,Present
ATT011926,ENR00994,2024-03-25,Present
ATT011927,ENR00994,2024-04-01,Late
ATT011928,ENR00994,2024-04-08,Absent
ATT011929,ENR00995,2024-01-22,Present
ATT011930,ENR00995,2024-01-29,Present
ATT011931,ENR00995,2024-02-05,Present
ATT011932,ENR00995,2024-02-12,Present
ATT011933,ENR00995,2024-02-19,Present
ATT011934,ENR00995,2024-02-26,Present
ATT011935,ENR00995,2024-03-04,Absent
ATT011936,ENR00995,2024-03-11,Late
ATT011937,ENR00995,2024-03-18,Present
ATT011938,ENR00995,2024-03-25,Absent
ATT011939,ENR00995,2024-04-01,Present
ATT011940,ENR00995,2024-04-08,Present
ATT011941,ENR00996,2024-01-22,Present
ATT011942,ENR00996,2024-01-29,Present
ATT011943,ENR00996,2024-02-05,Present
ATT011944,ENR00996,2024-02-12,Late
ATT011945,ENR00996,2024-02-19,Absent
ATT011946,ENR00996,2024-02-26,Late
ATT011947,ENR00996,2024-03-04,Present
ATT011948,ENR00996,2024-03-11,Present
ATT011949,ENR00996,2024-03-18,Present
ATT011950,ENR00996,2024-03-25,Present
ATT011951,ENR00996,2024-04-01,Present
ATT011952,ENR00996,2024-04-08,Absent
ATT011953,ENR00997,2024-01-22,Present
ATT011954,ENR00997,2024-01-29,Present
ATT011955,ENR00997,2024-02-05,Present
ATT011956,ENR00997,2024-02-12,Present
ATT011957,ENR00997,2024-02-19,Present
ATT011958,ENR00997,2024-02-26,Absent
ATT011959,ENR00997,2024-03-04,Present
ATT011960,ENR00997,2024-03-11,Present
ATT011961,ENR00997,2024-03-18,Present
ATT011962,ENR00997,2024-03-25,Present
ATT011963,ENR00997,2024-04-01,Present
ATT011964,ENR00997,2024-04-08,Present
ATT011965,ENR00998,2024-01-22,Late
ATT011966,ENR00998,2024-01-29,Present
ATT011967,ENR00998,2024-02-05,Late
ATT011968,ENR00998,2024-02-12,Present
ATT011969,ENR00998,2024-02-19,Absent
ATT011970,ENR00998,2024-02-26,Present
ATT011971,ENR00998,2024-03-04,Present
ATT011972,ENR00998,2024-03-11,Present
ATT011973,ENR00998,2024-03-18,Absent
ATT011974,ENR00998,2024-03-25,Present
ATT011975,ENR00998,2024-04-01,Late
ATT011976,ENR00998,2024-04-08,Present
ATT011977,ENR00999,2024-01-22,Present
ATT011978,ENR00999,2024-01-29,Present
ATT011979,ENR00999,2024-02-05,Present
ATT011980,ENR00999,2024-02-12,Present
ATT011981,ENR00999,2024-02-19,Present
ATT011982,ENR00999,2024-02-26,Present
ATT011983,ENR00999,2024-03-04,Present
ATT011984,ENR00999,2024-03-11,Present
ATT011985,ENR00999,2024-03-18,Late
ATT011986,ENR00999,2024-03-25,Present
ATT011987,ENR00999,2024-04-01,Late
ATT011988,ENR00999,2024-04-08,Absent
ATT011989,ENR01000,2024-01-22,Absent
ATT011990,ENR01000,2024-01-29,Present
ATT011991,ENR01000,2024-02-05,Absent
ATT011992,ENR01000,2024-02-12,Present
ATT011993,ENR01000,2024-02-19,Late
ATT011994,ENR01000,2024-02-26,Present
ATT011995,ENR01000,2024-03-04,Late
ATT011996,ENR01000,2024-03-11,Present
ATT011997,ENR01000,2024-03-18,Present
ATT011998,ENR01000,2024-03-25,Present
ATT011999,ENR01000,2024-04-01,Late
ATT012000,ENR01000,2024-04-08,Present
ATT012001,ENR01001,2024-01-22,Present
ATT012002,ENR01001,2024-01-29,Present
ATT012003,ENR01001,2024-02-05,Present
ATT012004,ENR01001,2024-02-12,Present
ATT012005,ENR01001,2024-02-19,Present
ATT012006,ENR01001,2024-02-26,Absent
ATT012007,ENR01001,2024-03-04,Present
ATT012008,ENR01001,2024-03-11,Late
ATT012009,ENR01001,2024-03-18,Absent
ATT012010,ENR01001,2024-03-25,Late
ATT012011,ENR01001,2024-04-01,Present
ATT012012,ENR01001,2024-04-08,Present
ATT012013,ENR01002,2024-01-22,Present
ATT012014,ENR01002,2024-01-29,Absent
ATT012015,ENR01002,2024-02-05,Absent
ATT012016,ENR01002,2024-02-12,Present
ATT012017,ENR01002,2024-02-19,Present
ATT012018,ENR01002,2024-02-26,Present
ATT012019,ENR01002,2024-03-04,Present
ATT012020,ENR01002,2024-03-11,Present
ATT012021,ENR01002,2024-03-18,Present
ATT012022,ENR01002,2024-03-25,Present
ATT012023,ENR01002,2024-04-01,Present
ATT012024,ENR01002,2024-04-08,Absent
ATT012025,ENR01003,2024-01-22,Present
ATT012026,ENR01003,2024-01-29,Present
ATT012027,ENR01003,2024-02-05,Present
ATT012028,ENR01003,2024-02-12,Present
ATT012029,ENR01003,2024-02-19,Absent
ATT012030,ENR01003,2024-02-26,Present
ATT012031,ENR01003,2024-03-04,Present
ATT012032,ENR01003,2024-03-11,Present
ATT012033,ENR01003,2024-03-18,Absent
ATT012034,ENR01003,2024-03-25,Present
ATT012035,ENR01003,2024-04-01,Late
